Order Date,Customer Name,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode
19-08-2025,Yuvraj  Varghese,Toys,Board Game,Board Game Perspiciatis,3,36265,20,87036,17674.84,Debit Card
02-05-2025,Nayantara Kata,Furniture,Bed,Bed Ab,1,53195,10,47875.5,3040.78,COD
27-05-2025,Chirag Iyengar,Beauty,Face Cream,Face Cream Ad,5,63549,20,254196,13759.33,Credit Card
29-03-2024,Vardaniya Vora,Beauty,Lipstick,Lipstick Atque,1,59706,15,50750.1,5886.11,Net Banking
30-06-2025,Shaan Dhar,Groceries,Spices,Spices Doloremque,3,2210,5,6298.5,1099.96,Net Banking
08-11-2024,Eshani Ganguly,Books,Comics,Comics Quibusdam,3,725,15,1848.75,432.21,Debit Card
15-04-2024,Chirag Master,Beauty,Shampoo,Shampoo Eaque,4,59559,10,214412.4,14568.74,Debit Card
17-04-2025,Riya Yohannan,Kitchen,Mixer Grinder,Mixer Grinder Minus,5,58401,20,233604,57790.84,Debit Card
05-06-2024,Mehul Sarraf,Furniture,Sofa,Sofa Facere,5,32673,10,147028.5,35636.96,COD
30-11-2023,Pihu Das,Home Decor,Cushion,Cushion Debitis,3,2073,20,4975.2,898.96,COD
11-07-2025,Adira Dhingra,Furniture,Cabinet,Cabinet Aut,2,63417,0,126834,14328.53,UPI
13-01-2025,Mannat Ramakrishnan,Home Decor,Wall Art,Wall Art Vitae,2,23065,10,41517,9030.97,Net Banking
03-05-2024,Nitya Bobal,Home Decor,Cushion,Cushion Nam,3,53861,15,137345.55,19064.46,UPI
19-07-2024,Nakul Kade,Furniture,Table,Table A,4,1061,5,4031.8,373.89,UPI
06-10-2023,Purab Gole,Home Decor,Clock,Clock Ducimus,4,65895,15,224043,55562.67,Credit Card
21-11-2023,Yakshit Dhingra,Groceries,Spices,Spices Dicta,4,66959,5,254444.2,37018.36,Credit Card
01-10-2025,Aaryahi Lalla,Furniture,Table,Table Distinctio,3,30623,10,82682.1,10027.11,Credit Card
07-08-2025,Khushi Venkatesh,Clothing,Shoes,Shoes Velit,5,9465,5,44958.75,5743.24,Credit Card
22-01-2025,Samarth Dhillon,Toys,Puzzle,Puzzle Expedita,3,27437,10,74079.9,9603.83,Net Banking
08-09-2024,Anaya Char,Home Decor,Cushion,Cushion Veniam,5,18377,20,73508,17559.15,Net Banking
12-06-2024,Suhana Tank,Toys,Board Game,Board Game Quia,5,1056,5,5016,609.86,Debit Card
24-10-2024,Indranil Bhardwaj,Kitchen,Microwave,Microwave Debitis,1,71294,20,57035.2,5297.46,UPI
28-12-2023,Nehmat Bahri,Sports,Football,Football Exercitationem,5,17924,15,76177,9593.59,UPI
28-09-2024,Shlok Kamdar,Clothing,Women's Wear,Women's Wear Fugiat,1,46429,0,46429,8711.49,Debit Card
12-04-2024,Arnav Agate,Beauty,Foundation,Foundation Facilis,1,29993,10,26993.7,3260.77,Net Banking
30-03-2025,Uthkarsh Chad,Furniture,Table,Table Atque,3,21040,5,59964,10277.19,COD
22-12-2024,Shayak Mahajan,Home Decor,Wall Art,Wall Art Vero,1,51713,0,51713,6255.25,Debit Card
30-04-2024,Lavanya Loke,Home Decor,Lamp,Lamp Ratione,2,4787,20,7659.2,1716.56,Net Banking
23-08-2025,Aarush Wadhwa,Books,Textbook,Textbook Omnis,4,37107,0,148428,30281.57,Debit Card
20-02-2025,Divyansh Sarna,Furniture,Cabinet,Cabinet Repellendus,5,32581,20,130324,18179.85,Credit Card
30-10-2023,Lagan Kaul,Beauty,Lipstick,Lipstick Tempora,5,36765,5,174633.75,39512.52,Credit Card
12-10-2024,Baiju Ben,Beauty,Shampoo,Shampoo Earum,5,33468,0,167340,21070.91,COD
23-05-2025,Baiju Sane,Toys,Action Figure,Action Figure Dolorum,2,59500,5,113050,11858.74,COD
23-09-2025,Rohan Vaidya,Clothing,Women's Wear,Women's Wear Architecto,3,49280,0,147840,7523.52,Credit Card
29-07-2024,Arhaan Char,Electronics,Smartwatch,Smartwatch Veritatis,4,65337,15,222145.8,42293.92,Net Banking
01-09-2025,Jiya Chanda,Toys,Board Game,Board Game Earum,5,62065,20,248260,29959.35,Net Banking
19-08-2024,Samiha Mandal,Toys,RC Car,RC Car Qui,1,17378,5,16509.1,3057.67,Credit Card
06-05-2025,Keya Rout,Books,Non-Fiction,Non-Fiction Sit,5,13798,0,68990,10149.23,Net Banking
23-05-2025,Samar Wason,Home Decor,Cushion,Cushion Ipsum,3,52248,20,125395.2,13850.13,UPI
15-06-2024,Nayantara Kohli,Home Decor,Vase,Vase Nulla,3,51589,15,131551.95,32663.29,Net Banking
21-09-2025,Bhavin Sastry,Furniture,Chair,Chair Sunt,1,59127,10,53214.3,9499.89,COD
30-11-2023,Dhanuk Gola,Sports,Yoga Mat,Yoga Mat Fugit,4,34771,15,118221.4,26006.19,Debit Card
01-03-2025,Vritika Tandon,Kitchen,Refrigerator,Refrigerator Maiores,1,35166,5,33407.7,8346.55,UPI
23-10-2024,Shray Chakrabarti,Beauty,Face Cream,Face Cream Impedit,3,24213,5,69007.05,10987.17,Net Banking
21-08-2024,Samiha Gupta,Furniture,Table,Table Perferendis,5,52049,10,234220.5,37646.21,Net Banking
16-06-2024,Jhanvi Sami,Kitchen,Mixer Grinder,Mixer Grinder Necessitatibus,4,49743,10,179074.8,22259.66,Credit Card
17-09-2024,Dishani Lad,Toys,Action Figure,Action Figure Non,2,1563,20,2500.8,417.87,UPI
24-05-2025,Lakshay Thaman,Furniture,Sofa,Sofa Aperiam,1,35614,5,33833.3,8035.97,Net Banking
26-03-2024,Anika Bumb,Groceries,Sugar,Sugar Vero,3,33589,5,95728.65,13023.19,COD
06-08-2024,Kiara Balay,Furniture,Sofa,Sofa Nemo,5,12156,10,54702,3633.06,UPI
15-12-2024,Anya Ranganathan,Beauty,Lipstick,Lipstick Quis,4,10094,15,34319.6,3825.12,COD
18-06-2025,Amira Dar,Home Decor,Lamp,Lamp Aperiam,5,8962,0,44810,3098.29,UPI
28-08-2024,Aaina Shenoy,Sports,Dumbbells,Dumbbells Commodi,4,67533,15,229612.2,56186.79,Debit Card
25-12-2023,Elakshi Din,Electronics,Smartwatch,Smartwatch Error,2,74898,5,142306.2,10168.18,Debit Card
09-06-2025,Ivan Varkey,Toys,Doll,Doll Assumenda,2,15165,20,24264,5938.85,COD
05-01-2024,Reyansh Agrawal,Furniture,Table,Table Nihil,2,38880,5,73872,13951.29,UPI
14-04-2024,Aniruddh Batra,Electronics,Camera,Camera Maxime,5,26461,15,112459.25,17768,COD
05-08-2025,Advik Ganesan,Groceries,Spices,Spices Minus,1,24904,5,23658.8,2127.44,Debit Card
01-05-2024,Raghav Bhat,Books,Comics,Comics Doloribus,4,12589,20,40284.8,4654.18,Debit Card
17-11-2024,Samaira Hegde,Sports,Tennis Racket,Tennis Racket Doloremque,2,29344,0,58688,4597.42,Net Banking
21-01-2024,Ehsaan Date,Beauty,Perfume,Perfume Dignissimos,1,9083,15,7720.55,1853.99,Debit Card
08-12-2023,Kismat Batra,Clothing,Shoes,Shoes Magnam,1,79625,0,79625,4506.9,Net Banking
09-07-2024,Charvi Dua,Sports,Yoga Mat,Yoga Mat Dolorum,5,15766,20,63064,11775.01,COD
26-08-2025,Hridaan Raj,Clothing,Women's Wear,Women's Wear Sapiente,1,29337,20,23469.6,5250.97,COD
07-05-2024,Zoya Ranganathan,Sports,Tennis Racket,Tennis Racket Sit,1,72627,10,65364.3,11782.64,UPI
31-08-2025,Nayantara Chatterjee,Kitchen,Microwave,Microwave Officiis,4,21963,10,79066.8,5245.91,Credit Card
25-05-2024,Jayesh Sachdeva,Sports,Tennis Racket,Tennis Racket Consequuntur,2,64873,0,129746,22510.46,COD
13-06-2025,Navya Sur,Home Decor,Clock,Clock Doloribus,5,9075,10,40837.5,3607.38,Credit Card
25-08-2025,Jayan Chatterjee,Books,Biography,Biography At,3,15699,5,44742.15,3936.49,Debit Card
11-03-2025,Zain Dalal,Beauty,Perfume,Perfume Earum,5,2063,10,9283.5,2311.55,Credit Card
22-09-2024,Saira Contractor,Toys,Action Figure,Action Figure Rerum,5,12698,0,63490,12308.33,Credit Card
24-06-2025,Vihaan Dash,Kitchen,Refrigerator,Refrigerator Fugit,2,43826,5,83269.4,7827.1,UPI
02-06-2024,Aaina Deshmukh,Home Decor,Vase,Vase Necessitatibus,2,12439,15,21146.3,4550.13,Credit Card
30-04-2025,Nirvi Sarma,Groceries,Wheat,Wheat Doloribus,4,64044,15,217749.6,49611.07,UPI
27-05-2025,Raghav Krish,Sports,Dumbbells,Dumbbells Omnis,4,23926,20,76563.2,4002.06,COD
13-06-2025,Vivaan Gaba,Furniture,Sofa,Sofa Aliquam,4,70320,20,225024,16711.2,UPI
21-06-2025,Reyansh Chakraborty,Furniture,Bed,Bed Tempore,1,74023,15,62919.55,8388.14,Net Banking
11-05-2025,Mohanlal Bhatia,Furniture,Chair,Chair Odit,4,48409,15,164590.6,8634.14,UPI
28-05-2024,Yakshit Gola,Toys,RC Car,RC Car Iure,2,230,10,414,97.91,UPI
08-06-2024,Kashvi Thakkar,Furniture,Cabinet,Cabinet Nemo,5,31332,10,140994,11582.73,UPI
19-12-2023,Pari Varghese,Kitchen,Microwave,Microwave Fugiat,4,21976,20,70323.2,7712.54,Debit Card
23-06-2025,Rania Wali,Kitchen,Refrigerator,Refrigerator Voluptates,4,36482,20,116742.4,23264.65,Debit Card
01-02-2025,Badal Raju,Clothing,Shoes,Shoes Repellendus,4,31211,10,112359.6,7794.38,UPI
01-09-2025,Navya Mann,Clothing,Shoes,Shoes Incidunt,4,61371,20,196387.2,43158.03,Net Banking
06-11-2024,Dhanush Edwin,Sports,Tennis Racket,Tennis Racket Mollitia,3,72788,10,196527.6,11011.84,UPI
28-08-2024,Elakshi Kashyap,Sports,Football,Football Dolore,2,12211,10,21979.8,2177.63,Credit Card
20-03-2025,Bhavin Sarraf,Groceries,Spices,Spices Libero,1,53546,5,50868.7,9767.24,Debit Card
10-08-2024,Madhup Mannan,Home Decor,Lamp,Lamp Repellat,5,3817,20,15268,3502.37,COD
14-06-2025,Trisha Dugal,Beauty,Lipstick,Lipstick Beatae,2,10710,0,21420,2771.97,COD
17-07-2025,Dishani Sama,Groceries,Spices,Spices Odit,2,37310,10,67158,15052.38,Credit Card
22-11-2023,Lagan Korpal,Toys,Board Game,Board Game Quis,1,28382,20,22705.6,1707.73,Debit Card
11-07-2024,Tanya Master,Home Decor,Lamp,Lamp Reprehenderit,1,4180,0,4180,947.44,Net Banking
09-08-2025,Stuvan Kant,Sports,Dumbbells,Dumbbells Est,4,13266,10,47757.6,5779.82,Net Banking
31-01-2025,Ehsaan Dass,Furniture,Table,Table Itaque,4,1192,10,4291.2,684.39,UPI
03-08-2024,Neysa Sachdeva,Kitchen,Microwave,Microwave Corrupti,2,22884,15,38902.8,4447.38,Debit Card
14-08-2025,Reyansh Goel,Sports,Football,Football Sunt,4,2979,0,11916,2161.18,Debit Card
27-03-2024,Kashvi Garde,Home Decor,Lamp,Lamp Accusantium,4,50408,20,161305.6,25932.37,Credit Card
22-09-2025,Lakshit Shah,Furniture,Cabinet,Cabinet Aspernatur,3,61023,15,155608.65,19574.3,COD
27-10-2024,Keya D’Alia,Books,Non-Fiction,Non-Fiction Hic,3,10491,20,25178.4,1861.94,Credit Card
12-11-2023,Amani Chatterjee,Beauty,Lipstick,Lipstick Recusandae,5,24144,10,108648,18929.37,Debit Card
25-03-2024,Prisha Bassi,Furniture,Bed,Bed Magnam,4,21184,0,84736,17468.09,COD
04-01-2024,Darshit Chaudhry,Home Decor,Cushion,Cushion Cumque,3,73674,5,209970.9,14653.34,Credit Card
04-12-2024,Faiyaz Thaman,Home Decor,Cushion,Cushion Temporibus,1,56656,10,50990.4,9654.26,UPI
19-08-2024,Vedika Mani,Sports,Football,Football Recusandae,2,20315,20,32504,6391.65,Credit Card
18-06-2024,Amani Hegde,Furniture,Bed,Bed Inventore,5,20550,10,92475,18052.96,Debit Card
15-02-2024,Miraan Gupta,Clothing,Shoes,Shoes Quae,5,52761,10,237424.5,52747.02,Debit Card
14-06-2024,Tiya Hans,Furniture,Chair,Chair Voluptate,4,74329,5,282450.2,39218.71,UPI
09-02-2025,Neelofar Maharaj,Groceries,Wheat,Wheat Laudantium,1,4288,15,3644.8,488.94,Debit Card
20-09-2025,Shayak Mani,Clothing,Kids Wear,Kids Wear Doloremque,5,38267,15,162634.75,33370.7,Debit Card
29-05-2025,Tejas Saran,Groceries,Oil,Oil Accusantium,1,74519,15,63341.15,11503.83,UPI
19-12-2024,Samiha Aurora,Electronics,Smartwatch,Smartwatch Iste,2,12655,5,24044.5,3044.58,UPI
28-06-2025,Jayant Varty,Furniture,Table,Table Magni,4,71098,5,270172.4,55080.3,Net Banking
21-08-2024,Samarth Wali,Electronics,Smartwatch,Smartwatch Sapiente,2,16477,0,32954,5042.66,COD
05-11-2023,Vaibhav Buch,Beauty,Perfume,Perfume Optio,1,25646,20,20516.8,4653.55,COD
18-06-2025,Piya Mallick,Home Decor,Wall Art,Wall Art Nobis,1,73009,0,73009,12225.83,UPI
18-10-2024,Anay Ramachandran,Beauty,Face Cream,Face Cream Mollitia,1,10072,5,9568.4,1572.71,UPI
16-10-2023,Dhruv Sodhi,Home Decor,Cushion,Cushion Nemo,3,37533,10,101339.1,22912.15,Net Banking
15-06-2024,Oorja Virk,Kitchen,Refrigerator,Refrigerator A,4,76139,10,274100.4,39517.42,COD
27-02-2024,Kiaan Ben,Beauty,Face Cream,Face Cream Facere,2,9823,0,19646,1444.45,UPI
02-05-2025,Aniruddh Mander,Books,Biography,Biography Temporibus,1,70399,5,66879.05,15026.25,COD
05-03-2025,Inaaya  Garg,Books,Textbook,Textbook Iusto,5,68461,20,273844,47657.53,UPI
01-12-2023,Misha Suri,Groceries,Spices,Spices Nostrum,4,4994,10,17978.4,2589.61,Net Banking
08-11-2023,Divit Deep,Sports,Dumbbells,Dumbbells Itaque,2,78935,20,126296,14274.55,Net Banking
02-08-2024,Kanav Vohra,Clothing,Kids Wear,Kids Wear Error,5,59010,5,280297.5,33128.62,Credit Card
28-08-2025,Damini Rajagopal,Toys,RC Car,RC Car Ad,3,28330,20,67992,7624.82,Net Banking
13-09-2024,Sana Shenoy,Home Decor,Lamp,Lamp Veritatis,5,63067,0,315335,16130.55,Net Banking
31-08-2024,Bhamini Tata,Home Decor,Clock,Clock Assumenda,1,73694,5,70009.3,13909.36,Net Banking
06-05-2024,Shlok Gandhi,Kitchen,Microwave,Microwave Et,2,20624,5,39185.6,4905.32,Credit Card
21-03-2025,Darshit Kurian,Books,Comics,Comics Culpa,2,29523,15,50189.1,4620.27,COD
14-07-2025,Baiju Kapoor,Electronics,Laptop,Laptop Molestiae,4,14833,5,56365.4,7038.95,COD
17-09-2024,Shayak Rana,Groceries,Sugar,Sugar Iure,5,47334,0,236670,13160.48,Net Banking
21-02-2024,Darshit Gupta,Toys,Action Figure,Action Figure Iure,2,8882,20,14211.2,2222.83,UPI
09-10-2023,Jivika Malhotra,Kitchen,Mixer Grinder,Mixer Grinder Illum,4,60473,20,193513.6,19016.84,Net Banking
25-10-2024,Indranil Kalla,Furniture,Cabinet,Cabinet Earum,5,64907,20,259628,28981.01,Debit Card
02-05-2025,Seher Shroff,Clothing,Kids Wear,Kids Wear Quas,3,47018,10,126948.6,27640.87,COD
28-02-2025,Faiyaz Ravel,Clothing,Accessories,Accessories Reprehenderit,5,10645,5,50563.75,3476.27,Net Banking
15-11-2023,Purab Dada,Groceries,Wheat,Wheat Doloribus,2,3538,10,6368.4,1308.71,Debit Card
25-02-2024,Dhanuk D’Alia,Toys,Doll,Doll Assumenda,1,30214,5,28703.3,3668.91,COD
24-03-2025,Badal Tank,Furniture,Cabinet,Cabinet Hic,5,28829,5,136937.75,8604.56,UPI
05-06-2025,Zara Hegde,Toys,RC Car,RC Car Quaerat,2,29462,20,47139.2,5968.35,Credit Card
23-08-2024,Alia Wable,Kitchen,Juicer,Juicer Repellat,3,10640,0,31920,7782.24,Debit Card
05-04-2024,Yakshit Biswas,Books,Non-Fiction,Non-Fiction Numquam,3,21351,15,54445.05,3384.36,Credit Card
01-03-2025,Anika Reddy,Toys,Action Figure,Action Figure Inventore,4,26258,10,94528.8,18224.39,UPI
20-02-2025,Armaan Shanker,Home Decor,Cushion,Cushion Cumque,4,63506,5,241322.8,30832.92,Debit Card
14-12-2023,Gokul Dixit,Clothing,Kids Wear,Kids Wear Ducimus,2,51286,20,82057.6,15125.22,COD
21-01-2024,Ryan Bedi,Beauty,Lipstick,Lipstick Voluptates,1,7746,15,6584.1,508.44,Credit Card
27-09-2024,Inaaya  Mani,Clothing,Men's Wear,Men's Wear Repudiandae,5,61650,5,292837.5,19061.01,UPI
04-01-2024,Piya Ganesan,Electronics,Laptop,Laptop Consectetur,3,5806,5,16547.1,1376.82,Net Banking
19-02-2024,Romil Saxena,Sports,Cricket Bat,Cricket Bat Sit,1,22765,0,22765,3158.12,Debit Card
02-04-2025,Chirag Taneja,Sports,Football,Football Ullam,4,76904,20,246092.8,35906.45,COD
13-12-2024,Seher Brar,Toys,Doll,Doll Ex,5,54945,0,274725,67363.85,COD
03-06-2024,Inaaya  Seth,Clothing,Shoes,Shoes Distinctio,4,45978,15,156325.2,21389.39,COD
15-09-2025,Ryan Yohannan,Electronics,Mobile,Mobile Itaque,3,62376,20,149702.4,15843.36,UPI
04-06-2024,Purab Raju,Sports,Tennis Racket,Tennis Racket Cum,2,38895,0,77790,16916.87,Net Banking
24-11-2024,Lavanya Chandran,Clothing,Men's Wear,Men's Wear Consequatur,2,46794,15,79549.8,19602.32,Credit Card
24-08-2024,Madhav Sahni,Furniture,Sofa,Sofa Maiores,2,68892,10,124005.6,22523.65,COD
13-10-2024,Anvi Madan,Beauty,Face Cream,Face Cream Repellat,2,10779,10,19402.2,4298.75,Credit Card
14-05-2025,Mohanlal Bath,Books,Biography,Biography Iusto,2,70763,15,120297.1,28266.87,COD
07-02-2024,Madhup Kunda,Kitchen,Juicer,Juicer Error,2,17580,20,28128,3696.64,UPI
30-03-2024,Ayesha Bhasin,Books,Textbook,Textbook Deleniti,4,24736,10,89049.6,21095.87,COD
29-10-2023,Ritvik Lad,Kitchen,Juicer,Juicer Officia,4,40532,10,145915.2,16116.01,COD
21-05-2025,Sana Sampath,Clothing,Accessories,Accessories Debitis,4,47375,20,151600,10673.32,COD
27-07-2024,Aarna Borra,Sports,Dumbbells,Dumbbells Sunt,2,5533,5,10512.7,2381.96,COD
01-07-2025,Drishya Das,Toys,RC Car,RC Car Quis,4,13805,15,46937,8046.75,Net Banking
29-08-2024,Zaina Bath,Beauty,Shampoo,Shampoo Dolorem,1,34991,5,33241.45,2305.27,COD
23-06-2025,Miraan Dugar,Groceries,Oil,Oil Doloremque,2,41040,5,77976,14177.76,Debit Card
25-08-2025,Anay Ganesan,Beauty,Shampoo,Shampoo Quia,4,45218,0,180872,22032.35,COD
27-06-2024,Zaina Ben,Sports,Tennis Racket,Tennis Racket Illo,3,69029,10,186378.3,39812.81,UPI
18-11-2024,Nakul Jani,Electronics,Headphones,Headphones Deserunt,1,52689,20,42151.2,7150.82,Debit Card
06-06-2024,Miraya Kara,Clothing,Accessories,Accessories Nesciunt,5,23891,20,95564,7876.43,Credit Card
28-10-2024,Nishith Thaker,Beauty,Perfume,Perfume Illo,1,37645,5,35762.75,5645.31,Net Banking
07-09-2025,Saksham Sodhi,Sports,Tennis Racket,Tennis Racket Ratione,3,41904,20,100569.6,16720.52,COD
17-10-2024,Amani Deol,Clothing,Women's Wear,Women's Wear Quasi,5,54701,20,218804,15467.99,COD
06-09-2025,Damini Raju,Books,Comics,Comics Earum,5,63067,10,283801.5,48806.87,Credit Card
24-01-2025,Darshit Kant,Sports,Yoga Mat,Yoga Mat Dicta,5,44673,10,201028.5,37127.09,Credit Card
24-05-2024,Khushi Batta,Home Decor,Wall Art,Wall Art Aperiam,5,52704,10,237168,21960.05,Debit Card
29-01-2024,Ayesha Reddy,Sports,Tennis Racket,Tennis Racket Perferendis,4,50385,10,181386,41433.44,Credit Card
29-07-2024,Zain Baria,Groceries,Sugar,Sugar Ratione,1,76908,5,73062.6,9415.25,Debit Card
28-11-2024,Kartik Garg,Electronics,Camera,Camera Quas,4,1868,20,5977.6,951.24,Credit Card
02-10-2024,Ehsaan Babu,Groceries,Wheat,Wheat Molestias,5,68716,20,274864,25784.16,UPI
02-07-2025,Miraya Srivastava,Books,Non-Fiction,Non-Fiction Eos,3,52623,5,149975.55,27730.13,UPI
01-06-2025,Manjari Mangal,Beauty,Shampoo,Shampoo Impedit,4,55056,15,187190.4,32130.16,UPI
04-08-2024,Advika Bora,Beauty,Foundation,Foundation Ea,2,15877,5,30166.3,4820.02,UPI
29-08-2025,Charvi Mandal,Kitchen,Cookware Set,Cookware Set Vero,1,18809,15,15987.65,3254.85,Debit Card
04-04-2025,Neelofar Bhatt,Toys,Board Game,Board Game Repudiandae,5,29911,20,119644,15340.86,Debit Card
06-10-2023,Aaryahi Ganesh,Home Decor,Cushion,Cushion Eaque,3,2953,15,7530.15,1491.48,COD
24-06-2024,Lakshay Lata,Home Decor,Wall Art,Wall Art Dicta,1,37239,10,33515.1,4856.29,Debit Card
24-09-2025,Lavanya Shan,Books,Textbook,Textbook Accusamus,2,27891,20,44625.6,3583.18,COD
25-08-2024,Yuvaan Kumer,Home Decor,Cushion,Cushion Odio,1,36970,10,33273,1722.63,COD
01-03-2025,Dhanuk Krish,Toys,Action Figure,Action Figure Mollitia,1,24383,5,23163.85,1717.34,Credit Card
29-04-2025,Baiju Kuruvilla,Groceries,Spices,Spices Sapiente,2,44814,0,89628,21512.84,Debit Card
08-07-2025,Shanaya Yohannan,Beauty,Foundation,Foundation Eius,4,77743,0,310972,46204.22,Net Banking
21-12-2024,Tiya Dutta,Clothing,Men's Wear,Men's Wear Maxime,4,74791,0,299164,34058.98,Net Banking
21-08-2025,Ojas Sem,Sports,Cricket Bat,Cricket Bat Laudantium,2,28331,0,56662,8548.51,UPI
04-05-2024,Amani Andra,Electronics,Camera,Camera Eligendi,3,63442,20,152260.8,27539.63,COD
11-11-2024,Ela Koshy,Sports,Cricket Bat,Cricket Bat Necessitatibus,4,14991,10,53967.6,7196.1,UPI
11-07-2025,Darshit Sampath,Groceries,Wheat,Wheat Consequuntur,2,52692,15,89576.4,14284.54,Debit Card
22-05-2025,Divyansh Ravel,Books,Non-Fiction,Non-Fiction Molestiae,1,15829,20,12663.2,3023.33,UPI
07-10-2023,Badal Krish,Furniture,Sofa,Sofa Labore,4,11278,15,38345.2,5987.63,UPI
09-12-2024,Dishani Das,Electronics,Headphones,Headphones Laboriosam,2,23079,10,41542.2,3033.07,Net Banking
15-01-2025,Nayantara Setty,Groceries,Spices,Spices Earum,1,60192,5,57182.4,3543.56,Debit Card
24-07-2024,Misha Kota,Clothing,Men's Wear,Men's Wear Sapiente,4,11666,5,44330.8,8976,COD
07-01-2024,Sana Dua,Beauty,Face Cream,Face Cream Molestias,4,29972,5,113893.6,10569.81,Net Banking
12-09-2024,Trisha Mani,Furniture,Cabinet,Cabinet Vero,2,71427,5,135711.3,15321.02,UPI
10-01-2024,Uthkarsh Shetty,Home Decor,Lamp,Lamp Ipsum,3,55314,0,165942,24842.49,COD
06-05-2025,Khushi Sarraf,Beauty,Foundation,Foundation Eos,1,34064,10,30657.6,5452.09,UPI
07-06-2024,Shayak Vora,Kitchen,Refrigerator,Refrigerator Explicabo,4,74274,15,252531.6,62582.91,Net Banking
28-03-2025,Shlok Sarna,Toys,Doll,Doll Sequi,3,75803,10,204668.1,18799.18,Net Banking
10-04-2025,Sumer Yadav,Furniture,Table,Table Sunt,4,17989,5,68358.2,11447.56,Net Banking
03-03-2025,Jayesh Dayal,Books,Biography,Biography Unde,1,44583,0,44583,3093.02,Net Banking
13-04-2024,Lagan Chahal,Home Decor,Lamp,Lamp Non,3,15603,5,44468.55,4365.28,Debit Card
05-06-2025,Hazel Bedi,Toys,Board Game,Board Game Deleniti,4,2105,0,8420,711.7,COD
25-11-2024,Shanaya Jaggi,Beauty,Face Cream,Face Cream Laboriosam,1,32127,15,27307.95,2029.38,Net Banking
09-08-2024,Rania Sachar,Home Decor,Wall Art,Wall Art Ducimus,1,1829,10,1646.1,360.76,Debit Card
19-05-2025,Shanaya Shan,Clothing,Men's Wear,Men's Wear Dolorum,4,37403,10,134650.8,24414.61,COD
23-01-2025,Vaibhav Kade,Books,Non-Fiction,Non-Fiction Quidem,3,23508,5,66997.8,16083.9,Debit Card
24-02-2025,Dharmajan Sridhar,Electronics,Headphones,Headphones Animi,4,71527,20,228886.4,22035.51,COD
11-08-2025,Navya Sagar,Furniture,Table,Table Officiis,4,60378,0,241512,58217.31,Credit Card
19-04-2024,Kismat Rao,Electronics,Mobile,Mobile Numquam,4,49447,5,187898.6,32101.02,Net Banking
07-06-2025,Manikya Ravel,Clothing,Kids Wear,Kids Wear Necessitatibus,2,78014,10,140425.2,22250.51,Credit Card
06-04-2024,Zaina Sengupta,Clothing,Kids Wear,Kids Wear Tempore,3,21224,5,60488.4,3572.45,Credit Card
19-07-2024,Pranay Ravel,Kitchen,Microwave,Microwave Adipisci,5,32778,10,147501,16861.69,UPI
07-05-2025,Ritvik Thakur,Beauty,Face Cream,Face Cream Debitis,1,41408,5,39337.6,2154.99,UPI
27-02-2025,Divit Sant,Home Decor,Lamp,Lamp Magni,5,65490,15,278332.5,25278.29,UPI
15-05-2024,Elakshi Kulkarni,Books,Textbook,Textbook Doloribus,4,72290,20,231328,17534.93,COD
10-07-2025,Ritvik Verma,Home Decor,Clock,Clock Dignissimos,5,25263,0,126315,15891.61,Credit Card
08-06-2024,Prerak Koshy,Electronics,Camera,Camera Delectus,5,47353,20,189412,42457.61,Credit Card
07-12-2023,Nitara Dora,Clothing,Kids Wear,Kids Wear Porro,2,35073,20,56116.8,7022.51,Debit Card
19-05-2025,Sumer Date,Toys,Doll,Doll Impedit,1,37731,5,35844.45,5051.94,Credit Card
09-04-2024,Rasha Samra,Kitchen,Juicer,Juicer Quas,3,15649,15,39904.95,4009.82,COD
05-03-2024,Darshit Contractor,Kitchen,Refrigerator,Refrigerator Accusamus,1,34586,20,27668.8,4998.79,Net Banking
02-08-2025,Umang Ramanathan,Beauty,Foundation,Foundation Iusto,2,10560,5,20064,1988.7,COD
19-10-2023,Reyansh Sachdeva,Sports,Cricket Bat,Cricket Bat Optio,4,17083,15,58082.2,8013.51,COD
20-02-2024,Mahika Banerjee,Clothing,Men's Wear,Men's Wear Perferendis,3,2881,15,7346.55,1261.95,Net Banking
17-09-2025,Kabir Ganesh,Sports,Tennis Racket,Tennis Racket Earum,3,38614,5,110049.9,21137.29,Debit Card
05-03-2025,Pari Sood,Beauty,Face Cream,Face Cream Aliquam,4,69706,15,237000.4,52874.6,Debit Card
18-03-2025,Dharmajan Rajagopal,Furniture,Bed,Bed Perferendis,1,3195,15,2715.75,232.76,Debit Card
30-07-2024,Mehul Bali,Kitchen,Mixer Grinder,Mixer Grinder A,2,50294,10,90529.2,18550.78,Credit Card
28-04-2024,Adah Bath,Home Decor,Vase,Vase Eveniet,5,72455,15,307933.75,29043.49,COD
11-04-2025,Anaya Banik,Kitchen,Microwave,Microwave Ea,5,48552,15,206346,27708.9,COD
23-01-2025,Yakshit Kuruvilla,Sports,Tennis Racket,Tennis Racket Repellendus,2,7367,0,14734,3181.88,Net Banking
08-01-2024,Himmat Choudhary,Clothing,Accessories,Accessories Dolorem,1,15038,20,12030.4,2409.33,UPI
19-12-2024,Samiha Kar,Furniture,Cabinet,Cabinet Ducimus,2,2428,20,3884.8,607.5,COD
